1,4,10,2,20,U,1,81.0
2,4,10,2,20,S,1,54.0,0,1,1,1
3,4,10,2,20,U,1,67.5
4,4,10,2,20,S,1,37.0,1,0,0,0
5,4,10,2,20,S,1,19.75,0,0,1,1
6,4,10,2,20,S,1,82.0,1,1,0,1
7,4,10,2,20,S,1,10.5,0,0,0,0
8,4,10,2,20,U,1,57.25
9,4,10,2,20,U,1,58.5
10,4,10,2,20,U,1,55.25
11,8,16,2,32,U,1,1407.75
12,8,16,2,32,U,1,1203.5
13,8,16,2,32,S,1,635.5,1,0,0,0,1,0,1,0
14,8,16,2,32,S,1,482.5,0,1,0,0,1,1,1,1
15,8,16,2,32,U,1,1385.0
16,8,16,2,32,U,1,886.0
17,8,16,2,32,S,1,499.75,1,0,0,0,0,0,1,0
18,8,16,2,32,U,1,959.25
19,8,16,2,32,S,1,309.25,0,1,0,0,0,1,1,0
20,8,16,2,32,S,1,543.25,1,0,1,0,1,1,1,1
21,12,24,2,48,S,1,1581.0,0,0,0,1,1,0,1,0,1,1,0,1
22,12,24,2,48,S,1,244.75,0,0,0,0,0,0,0,1,1,1,0,0
23,12,24,2,48,U,1,15464.75
24,12,24,2,48,U,1,15141.25
25,12,24,2,48,S,1,748.25,0,0,0,0,1,1,0,1,1,1,1,0
26,12,24,2,48,U,1,17799.75
27,12,24,2,48,U,1,14364.0
28,12,24,2,48,S,1,14289.75,1,0,1,0,1,0,0,0,0,1,1,1
29,12,24,2,48,U,1,16988.75
30,12,24,2,48,S,1,4568.75,0,0,1,1,0,1,1,1,1,1,1,0
31,16,32,2,64,S,1,12642.75,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
32,16,32,2,64,U,1,265601.25
33,16,32,2,64,S,1,88900.0,0,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1
34,16,32,2,64,S,1,94185.5,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1
35,16,32,2,64,U,1,223337.75
36,16,32,2,64,S,1,89271.0,0,1,0,1,0,0,1,1,1,1,0,1,0,1,1,1
37,16,32,2,64,U,1,240622.0
38,16,32,2,64,U,1,333344.0
39,16,32,2,64,S,1,181492.25,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0
40,16,32,2,64,U,1,329240.75
41,18,36,2,72,U,1,1114273.75
42,18,36,2,72,U,1,1280538.0
43,18,36,2,72,U,1,1050774.5
44,18,36,2,72,U,1,1018355.25
45,18,36,2,72,U,1,1021944.0
46,18,36,2,72,U,1,1166981.0
47,18,36,2,72,U,1,1112581.25
48,18,36,2,72,S,1,1147346.0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
49,18,36,2,72,U,1,1137108.25
50,18,36,2,72,S,1,211117.25,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
51,20,40,2,80,U,1,4484896.5
52,20,40,2,80,U,1,3849616.0
53,20,40,2,80,S,1,706899.25,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1
54,20,40,2,80,U,1,4579950.75
55,20,40,2,80,U,1,4499870.75
56,20,40,2,80,U,1,4674631.5
57,20,40,2,80,U,1,4367945.5
58,20,40,2,80,S,1,3493240.25,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0
59,20,40,2,80,U,1,4348588.5
60,20,40,2,80,S,1,168117.5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
61,22,44,2,88,S,1,14882329.5,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0
62,22,44,2,88,U,1,16861468.0
63,22,44,2,88,U,1,17665531.0
64,22,44,2,88,U,1,14903042.75
65,22,44,2,88,U,1,19372525.5
66,22,44,2,88,U,1,18510552.5
67,22,44,2,88,U,1,21404076.0
68,22,44,2,88,U,1,19238376.75
69,22,44,2,88,U,1,19451005.5
70,22,44,2,88,U,1,20895034.25
71,24,48,2,96,S,1,17605216.5,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0
72,24,48,2,96,U,1,81865151.0
73,24,48,2,96,U,1,75234825.0
74,24,48,2,96,S,1,33065750.5,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1
75,24,48,2,96,U,1,92489365.0
76,24,48,2,96,U,1,72650730.25
77,24,48,2,96,U,1,77201954.25
78,24,48,2,96,U,1,73526223.0
79,24,48,2,96,U,1,76985868.75
80,24,48,2,96,S,1,19037482.25,0,0,1,1,1,0,0,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1
81,4,20,3,60,U,1,128.25
82,4,20,3,60,S,1,81.0,1,0,0,0
83,4,20,3,60,S,1,63.75,0,1,1,0
84,4,20,3,60,S,1,190.0,1,1,1,0
85,4,20,3,60,U,1,201.25
86,4,20,3,60,S,1,157.75,1,1,0,1
87,4,20,3,60,U,1,160.25
88,4,20,3,60,U,1,129.0
89,4,20,3,60,U,1,163.75
90,4,20,3,60,S,1,163.0,1,0,1,0
91,8,40,3,120,S,1,1062.0,0,1,1,1,1,0,0,1
92,8,40,3,120,S,1,111.25,0,0,0,0,1,0,0,0
93,8,40,3,120,S,1,1829.0,1,0,0,1,0,1,1,0
94,8,40,3,120,U,1,3838.25
95,8,40,3,120,U,1,2151.5
96,8,40,3,120,U,1,2365.75
97,8,40,3,120,U,1,2402.0
98,8,40,3,120,U,1,2675.0
99,8,40,3,120,U,1,1770.5
100,8,40,3,120,U,1,2466.75
101,12,60,3,180,U,1,42872.25
102,12,60,3,180,S,1,5135.5,0,0,0,1,0,1,0,0,0,0,0,0
103,12,60,3,180,U,1,43192.5
104,12,60,3,180,S,1,26469.75,0,1,1,1,0,0,0,1,1,0,0,0
105,12,60,3,180,U,1,55543.0
106,12,60,3,180,U,1,52778.25
107,12,60,3,180,U,1,42506.75
108,12,60,3,180,U,1,46082.0
109,12,60,3,180,S,1,21249.0,1,0,0,0,0,0,0,0,0,1,0,0
110,12,60,3,180,U,1,58820.0
111,16,80,3,240,U,1,761603.0
112,16,80,3,240,S,1,220082.75,0,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1
113,16,80,3,240,U,1,727979.0
114,16,80,3,240,U,1,723756.25
115,16,80,3,240,U,1,716701.5
116,16,80,3,240,U,1,750794.5
117,16,80,3,240,U,1,815110.0
118,16,80,3,240,U,1,668606.0
119,16,80,3,240,U,1,717811.0
120,16,80,3,240,S,1,44597.25,0,0,0,1,0,0,1,0,0,1,1,1,1,0,1,1
121,18,90,3,270,U,1,2986828.0
122,18,90,3,270,U,1,2777165.0
123,18,90,3,270,U,1,3490687.0
124,18,90,3,270,U,1,2953480.25
125,18,90,3,270,U,1,2921678.0
126,18,90,3,270,S,1,360597.5,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0
127,18,90,3,270,S,1,187366.5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
128,18,90,3,270,S,1,1908444.5,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1
129,18,90,3,270,U,1,2588300.75
130,18,90,3,270,S,1,1503373.75,0,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0
131,20,100,3,300,S,1,9659463.25,1,1,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1,1,0,1
132,20,100,3,300,U,1,9789503.0
133,20,100,3,300,S,1,5808754.5,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0
134,20,100,3,300,U,1,11525517.75
135,20,100,3,300,S,1,10342541.0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1
136,20,100,3,300,U,1,10373949.0
137,20,100,3,300,U,1,12274958.0
